Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid
Peach,Fruits,0.006,39.0,9.5,0.0,7.000000000000001e-05,0.25,1.5,4e-06,0.00025,0.009,0.07,8.0,0.0,0.0,0.0,0.02,0.09,0.19,0.91,0.02,1.0000000000000001e-07,0.0,0.0,326.0,1.6e-05,2e-05,0.0,3e-05,0.00081,0.00015,3e-05,0.0066,0.00017,0.0060999999999999,1.5,1e-05,2e-05,3e-05,3e-05,6e-05,1e-05,2e-05,0.0,8.4,2e-05,1e-05,2e-05,0.0,0.00073,2.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pear,Fruits,0.009,57.0,15.0,0.0,8e-05,0.14,3.1,7e-06,0.0001799999999999,0.007,0.08,12.0,0.0,0.0,0.0,0.012,0.09,0.116,0.36,0.02,1.0000000000000001e-07,0.001,0.0,25.0,1e-06,1e-05,0.0,3e-05,0.00016,5e-05,3e-05,0.0043,0.0001,0.0050999999999999,6.4,0.0,1e-05,2e-05,2e-05,5e-05,0.0,1e-05,0.0,9.8,1e-05,0.0,2e-05,0.0,0.0001199999999999,4.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Persimmon,Fruits,0.027,127.0,34.0,0.0,0.0,0.4,0.0,0.0,0.0025,0.0,0.0,34.0,0.0,0.0,0.0,0.026,0.0,0.31,0.8,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.0,2e-05,4e-05,6e-05,5e-05,0.0,1e-05,4e-05,0.0,0.0,4e-05,1e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pineapple,Fruits,0.013,50.0,13.0,0.0,0.00011,0.12,1.4,1.8e-05,0.00029,0.012,0.01,12.0,0.0,0.0,0.0,0.008,0.04,0.109,0.54,0.01,1.0000000000000001e-07,0.001,0.0,58.0,3e-06,8e-05,0.0,3e-05,0.0005,0.0002099999999999,0.00011,0.048,0.0001199999999999,0.0055,2.1,1e-05,2e-05,2e-05,3e-05,0.00093,1e-05,2e-05,0.0,9.9,2e-05,1e-05,2e-05,0.0,2e-05,7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pitanga (Surinam cherry),Fruits,0.009,33.0,7.5,0.0,0.0,0.4,0.0,0.0,0.0002,0.012,0.0,7.5,0.0,0.0,0.0,0.011,0.0,0.103,0.8,0.0,0.0,0.003,0.0,1500.0,7.5e-05,3e-05,0.0,4e-05,0.0003,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plantain,Fruits,0.002,116.0,31.0,0.0,7.000000000000001e-05,0.18,2.3,2.6e-05,0.00058,0.032,0.02,29.0,0.0,0.0,0.0,0.028,0.03,0.465,0.79,0.07,1.4e-06,0.005,0.0,909.0,4.5e-05,5e-05,0.0,5e-05,0.00076,0.00023,0.0002399999999999,0.011,0.00013,0.013,0.0,4e-05,2e-05,4e-05,4e-05,0.0,1e-05,3e-05,0.0,14.0,2e-05,1e-05,3e-05,0.0,0.00013,7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plum,Fruits,0.006,46.0,11.0,0.0,6e-05,0.28,1.4,5e-06,0.00017,0.007,0.13,10.0,0.0,0.0,0.0,0.016,0.04,0.157,0.7,0.02,0.0,0.0,0.0,345.0,1.7e-05,3e-05,0.0,3e-05,0.0004199999999999,0.00014,3e-05,0.0095,0.0001,0.0019,3.1,1e-05,1e-05,2e-05,2e-05,5e-05,1e-05,1e-05,0.0,9.9,1e-05,1e-05,2e-05,0.0,0.00026,6.4000000000000006e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pomegranate,Fruits,0.01,83.0,19.0,0.0,0.00016,1.2,4.0,3.8e-05,0.0003,0.012,0.09,15.0,0.0,0.0,0.0,0.036,0.08,0.236,1.7,0.12,5e-07,0.003,0.0,0.0,0.0,7.000000000000001e-05,0.0,5e-05,0.00029,0.00038,8e-05,0.01,0.00035,0.0076,0.0,0.0,0.0,0.0,0.0,0.0001199999999999,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0006,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prickly pear,Fruits,0.056,41.0,9.6,0.0,8e-05,0.51,3.6,6e-06,0.0003,0.085,0.08,6.0,0.0,0.0,0.0,0.024,0.21,0.22,0.73,0.07,6e-07,0.005,0.0,43.0,2e-06,1e-05,0.0,6e-05,0.00046,0.0,6e-05,0.014,0.0001199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prunes,Fruits,0.043,240.0,64.0,0.0,0.00028,0.38,7.1,4e-06,0.00093,0.041,0.05,57.0,0.0,0.0,0.0,0.069,0.06,0.732,2.2,0.09,3e-07,0.002,0.0,781.0,3.9e-05,5e-05,0.0,0.00019,0.0019,0.0004199999999999,0.0002099999999999,0.0006,0.00044,0.01,12.0,3e-05,4e-05,7.000000000000001e-05,5e-05,0.0003,2e-05,5e-05,5.1,38.0,5e-05,3e-05,6e-05,0.0,0.00043,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pomelo,Fruits,0.004,38.0,9.6,0.0,5e-05,0.04,1.0,0.0,0.00011,0.006,0.0,8.6,0.0,0.0,0.0,0.017,0.0,0.216,0.76,0.0,0.0,0.001,0.0,8.0,0.0,3e-05,0.0,3e-05,0.00022,0.0,4e-05,0.061,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quince,Fruits,0.011,57.0,15.0,0.0,0.00013,0.1,1.9,3e-06,0.0007,0.008,0.04,13.0,0.0,0.0,0.0,0.017,0.05,0.197,0.4,0.01,6e-07,0.004,0.0,40.0,2e-06,2e-05,0.0,3e-05,0.0002,8e-05,4e-05,0.015,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raisin,Fruits,0.05,299.0,79.0,0.0,0.00032,0.46,3.7,5e-06,0.0019,0.032,0.05,75.0,0.0,0.0,0.0,0.101,0.04,0.749,3.1,0.06,6e-07,0.011,0.0,0.0,0.0,0.00011,0.0,0.00013,0.00077,0.0001,0.00017,0.0023,0.00022,0.011,30.0,7.000000000000001e-05,6e-05,0.0001,8e-05,0.0003,2e-05,7.000000000000001e-05,2.7,59.0,8e-05,5e-05,8e-05,0.0,0.0001199999999999,3.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rambutan,Fruits,0.022,82.0,21.0,0.0,7.000000000000001e-05,0.21,0.9,8e-06,0.00035,0.007,0.0,20.0,0.0,0.0,0.0,0.009,0.0,0.042,0.65,0.0,0.0,0.011,0.0,3.0,0.0,1e-05,0.0,2e-05,0.0014,2e-05,2e-05,0.0049,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raspberry,Fruits,0.025,52.0,12.0,0.0,8.999999999999999e-05,0.65,6.5,2.1e-05,0.00069,0.022,0.06,5.4,0.0,0.0,0.0,0.029,0.38,0.151,1.2,0.02,2.0000000000000002e-07,0.001,0.0,33.0,2e-06,3e-05,0.0,4e-05,0.0006,0.00033,6e-05,0.026,0.0004199999999999,0.012,2.4,0.0,0.0,0.0,0.0,0.00067,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.00087,7.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roselle,Fruits,0.215,49.0,11.0,0.0,0.0,0.64,0.0,0.0,0.0015,0.051,0.0,11.0,0.0,0.0,0.0,0.037,0.0,0.208,0.96,0.0,0.0,0.006,0.0,287.0,1.4e-05,1e-05,0.0,3e-05,0.00031,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rose apple,Fruits,0.029,25.0,5.7,0.0,2e-05,0.3,0.0,0.0,7.000000000000001e-05,0.005,0.0,5.7,0.0,0.0,0.0,0.008,0.0,0.123,0.6,0.0,0.0,0.0,0.0,339.0,1.7e-05,2e-05,0.0,3e-05,0.0008,0.0,0.0,0.022,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sapodilla,Fruits,0.021,83.0,20.0,0.0,8.999999999999999e-05,1.1,5.3,1.4e-05,0.0008,0.012,0.52,15.0,0.0,0.0,0.0,0.012,0.01,0.193,0.44,0.19,6e-07,0.012,0.0,60.0,3e-06,0.0,0.0,2e-05,0.0002,0.00025,4e-05,0.015,0.0001,0.0,0.0,2e-05,2e-05,2e-05,4e-05,0.0,0.0,1e-05,0.0,0.0,1e-05,1e-05,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mamey Sapote,Fruits,0.018,124.0,32.0,0.0,0.0002099999999999,0.46,5.4,7e-06,0.00078,0.011,0.1,27.0,0.0,0.0,0.0,0.026,0.1,0.454,1.5,0.17,0.0,0.007,0.0,143.0,7e-06,1e-05,0.0,0.0001199999999999,0.0014,0.0004,0.0007199999999999,0.023,0.00019,0.0,7.7,5e-05,6e-05,7.000000000000001e-05,7.000000000000001e-05,0.0002,2e-05,6e-05,6.3,20.0,8.999999999999999e-05,5e-05,7.000000000000001e-05,0.0,0.0021,0.0,0.08,0.0,0.0,0.0,0.0,0.01,0.0
Soursop,Fruits,0.014,66.0,17.0,0.0,8.999999999999999e-05,0.3,3.3,1.4e-05,0.0006,0.021,0.09,14.0,0.0,0.0,0.0,0.027,0.07,0.278,1.0,0.05,6e-07,0.014,0.0,2.0,0.0,7.000000000000001e-05,0.0,5e-05,0.0009,0.00025,6e-05,0.021,0.0001,0.0076,0.0,0.0,0.0,0.0,6e-05,0.0,1e-05,0.0,0.0,14.0,0.0,1e-05,0.0,0.0,8e-05,4.0000000000000003e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strawberry,Fruits,0.016,32.0,7.7,0.0,5e-05,0.3,2.0,2.4e-05,0.00041,0.013,0.04,5.7,0.0,0.0,0.0,0.024,0.16,0.153,0.67,0.02,4.0000000000000003e-07,0.001,0.0,12.0,1e-06,2e-05,0.0,2e-05,0.00039,0.00013,5e-05,0.059,0.00014,0.0057,2.4,1e-05,2e-05,3e-05,3e-05,0.00039,0.0,2e-05,0.04,4.9,2e-05,1e-05,2e-05,0.0,0.00029,2.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamarind,Fruits,0.074,239.0,63.0,0.0,8.999999999999999e-05,0.6,5.1,1.4e-05,0.0028,0.092,0.18,57.0,0.0,0.0,0.0,0.113,0.06,0.628,2.8,0.27,1.3e-06,0.028,0.0,30.0,2e-06,0.00043,0.0,0.00015,0.0019,0.00014,7.000000000000001e-05,0.0035,0.0001,0.0086,0.0,0.0,0.0,0.0,0.00014,0.0,1e-05,0.0,0.0,39.0,0.0,2e-05,0.0,0.0,0.0001,2.8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watermelon,Fruits,0.007,30.0,7.6,0.0,4e-05,0.15,0.4,3e-06,0.0002399999999999,0.01,0.04,7.2,0.0,0.0,0.0,0.011,0.05,0.112,0.61,0.02,4.0000000000000003e-07,0.001,0.0,569.0,2.8e-05,3e-05,0.0,2e-05,0.0001799999999999,0.00022,5e-05,0.0081,0.0001,0.0040999999999999,3.4,1e-05,2e-05,2e-05,6e-05,4e-05,1e-05,2e-05,0.0,6.2,3e-05,1e-05,2e-05,0.0,5e-05,1.0000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maraschino cherry,Fruits,0.054,165.0,42.0,0.0,0.00014,0.21,3.2,0.0,0.00043,0.004,0.05,39.0,0.0,0.0,0.0,0.003,0.06,0.021,0.22,0.04,2.0000000000000002e-07,0.004,0.0,45.0,2e-06,0.0,0.0,0.0,0.0,5e-05,1e-05,0.0,0.00026,0.0043,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,5e-05,1.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feijoa,Fruits,0.017,61.0,15.0,0.0,4e-05,0.42,6.4,2.3e-05,0.00014,0.009,0.06,8.8,0.0,0.0,0.0,0.019,0.14,0.172,0.71,0.1,0.0,0.003,0.0,6.0,0.0,1e-05,0.0,2e-05,0.0003,0.00023,7.000000000000001e-05,0.033,6e-05,0.0,3.0,1e-05,2e-05,3e-05,4e-05,8e-05,1e-05,2e-05,0.0,8.2,2e-05,1e-05,2e-05,0.0,0.00016,3.5e-06,0.03,0.0,0.0,0.0,0.0,0.11,0.0
Asian pear,Fruits,0.004,42.0,11.0,0.0,5e-05,0.23,3.6,8e-06,0.0,0.008,0.05,7.1,0.0,0.0,0.0,0.011,0.06,0.121,0.5,0.01,1.0000000000000001e-07,0.0,0.0,0.0,0.0,1e-05,0.0,1e-05,0.00022,7.000000000000001e-05,2e-05,0.0038,2e-05,0.0050999999999999,0.0,1e-05,1e-05,3e-05,2e-05,6e-05,1e-05,1e-05,0.0,7.1,1e-05,1e-05,2e-05,0.0,0.0001199999999999,4.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sour cherry,Fruits,0.011,42.0,10.0,0.0,0.0,0.21,1.2,0.0,0.00064,0.008,0.0,9.3,0.0,0.0,0.0,0.016,0.0,0.115,0.69,0.0,0.0,0.004,0.0,0.0,0.0,3e-05,0.0,7.000000000000001e-05,0.00026,4e-05,5e-05,0.0003,7.000000000000001e-05,0.0,2.8,0.0,0.0,0.0,0.0,6e-05,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Durian,Fruits,0.006,147.0,27.0,0.0,0.0002099999999999,5.3,3.8,3.6e-05,0.00043,0.03,0.0,23.0,0.0,0.0,0.0,0.039,0.0,0.436,1.5,0.0,0.0,0.002,0.0,44.0,2e-06,0.00037,0.0,0.0002,0.0011,0.00023,0.00032,0.02,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crateva religiosa,Fruits,0.008,69.0,18.0,0.0,6e-05,0.1,5.3,0.0,0.0016,0.024,0.0,12.0,0.0,0.0,0.0,0.047,0.0,0.304,1.5,0.01,0.0,0.02,0.0,100.0,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.00031,0.0,3.8,0.0,0.0,0.0,0.0,0.0001799999999999,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clementine,Fruits,0.03,47.0,12.0,0.0,4e-05,0.15,1.7,2.4e-05,0.00014,0.01,0.0,10.0,0.0,0.0,0.0,0.021,0.0,0.177,0.85,0.0,1.0000000000000001e-07,0.001,0.0,0.0,0.0,8.999999999999999e-05,0.0,3e-05,0.00064,0.00015,8e-05,0.049,6e-05,0.014,1.6,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nance,Fruits,0.046,73.0,17.0,0.0,4e-05,1.2,7.5,8e-06,0.00038,0.02,0.0,9.5,0.0,0.0,0.0,0.01,0.0,0.244,0.66,0.0,4.0000000000000003e-07,0.003,0.0,74.0,4e-06,2e-05,0.0,2e-05,0.00029,0.0001799999999999,2e-05,0.093,8.999999999999999e-05,0.0,4.7,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0013,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naranjilla,Fruits,0.008,25.0,5.9,0.0,3e-05,0.22,1.1,3e-06,0.00035,0.011,0.0,4.8,0.0,0.0,0.0,0.012,0.0,0.2,0.44,0.0,4.0000000000000003e-07,0.004,0.0,568.0,2.8e-05,5e-05,0.0,0.0,0.0015,0.00022,0.00011,0.0032,0.0001,0.0,1.0,0.0,0.0,0.0,0.0,7.000000000000001e-05,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.00075,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horned melon,Fruits,0.013,44.0,7.6,0.0,2e-05,1.3,0.0,3e-06,0.0011,0.04,0.0,7.6,0.0,0.0,0.0,0.037,0.0,0.123,1.8,0.0,0.0,0.002,0.0,147.0,7e-06,3e-05,0.0,2e-05,0.00057,0.0001799999999999,6e-05,0.0053,0.0004799999999999,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coconut,Fruits,0.014,354.0,15.0,0.0,0.00044,33.0,9.0,2.6e-05,0.0024,0.032,1.4,6.2,0.0,0.0,0.0,0.113,0.37,0.356,3.3,30.0,1e-05,0.02,0.0,0.0,0.0,7.000000000000001e-05,0.0,2e-05,0.00054,0.0003,5e-05,0.0033,0.0011,0.012,0.0,8e-05,0.00013,0.00025,0.00015,0.0015,6e-05,0.00017,0.0,6.2,0.0001199999999999,4e-05,0.0002,0.0,0.0002399999999999,2.0000000000000002e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloudberry,Fruits,0.018,51.0,8.6,0.0,0.0,0.8,0.0,0.0,0.0007,0.0,0.0,8.6,0.0,0.0,0.0,0.035,0.0,0.0,2.4,0.0,0.0,0.0,0.0,210.0,0.0,5e-05,0.0,7.000000000000001e-05,0.0009,0.0,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huckleberries,Fruits,0.015,37.0,8.7,0.0,0.0,0.1,0.0,0.0,0.0003,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.01,0.0,79.0,0.0,1e-05,0.0,3e-05,0.0003,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Banana melon,Fruits,0.013,21.0,4.1,0.0,4e-05,0.2,0.3,2e-05,0.0002099999999999,0.01,0.0,3.8,0.0,0.0,0.0,0.009,0.0,0.14,0.84,0.0,4.0000000000000003e-07,0.011,0.0,0.0,0.0,2e-05,0.0,2e-05,0.00046,7.000000000000001e-05,5e-05,0.0081,0.00014,0.0,2.1,0.0,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,4.9000000000000005e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salmonberries,Fruits,0.013,47.0,10.0,0.0,3e-05,0.33,1.9,1.7e-05,0.0004,0.015,0.0,8.2,0.0,0.0,0.0,0.027,0.0,0.11,0.85,0.0,0.0,0.014,0.0,496.0,5e-05,4e-05,0.0,6e-05,0.00047,0.00017,8e-05,0.0092,0.00028,0.0,1.8,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0016,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chokecherries,Fruits,0.04,156.0,34.0,0.0,7.000000000000001e-05,0.98,17.0,1e-05,0.0004,0.021,0.0,17.0,0.0,0.0,0.0,0.045,0.0,0.309,2.9,0.0,1.7e-06,0.002,0.0,43.0,2e-06,3e-05,0.0,6e-05,0.00067,0.00033,0.00019,0.0007,0.00019,0.0,5.4,0.0,0.0,0.0,0.0,0.00019,0.0,0.0,0.87,14.0,0.0,0.0,0.0,0.0,0.00075,2.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rose hip,Fruits,0.169,162.0,38.0,0.0,0.00011,0.34,24.0,3e-06,0.0011,0.069,0.0,14.0,0.0,0.0,0.0,0.061,0.0,0.429,1.6,0.0,0.0,0.004,0.0,4345.0,0.000217,2e-05,0.0,0.00017,0.0013,0.0008,8e-05,0.426,0.00025,0.012,1.2,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0058,2.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artichoke,Vegetables,0.044,47.0,11.0,0.0,0.00023,0.15,5.4,6.8e-05,0.0013,0.06,0.01,5.1,0.0,0.0,0.0,0.09,0.06,0.37,3.3,0.04,2.0000000000000002e-07,0.094,0.0,13.0,1e-06,7.000000000000001e-05,0.0,7.000000000000001e-05,0.001,0.00034,0.0001199999999999,0.012,0.00049,0.034,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.00019,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asparagus,Vegetables,0.044,47.0,9.2,0.0,5e-05,0.1,0.0,4.5e-05,0.00098,0.042,0.01,9.2,0.0,0.0,0.0,0.057,0.04,0.29,2.5,0.03,1.5e-06,0.004,0.0,450.0,2.3e-05,8.999999999999999e-05,0.0,0.0001,0.00063,5e-05,2e-05,0.016,0.0003599999999999,0.0,0.0,8e-05,0.00014,0.0001799999999999,0.00017,0.0002,4e-05,0.00014,0.0,0.0,8.999999999999999e-05,3e-05,0.00015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bitter gourd (Momordica charantia, bitter melon, balsam pear)",Vegetables,0.084,30.0,3.3,0.0,0.0002,0.69,0.0,0.000128,0.002,0.085,0.0,3.3,0.0,0.0,0.0,0.099,0.0,0.608,5.3,0.0,9.000000000000001e-07,0.011,0.0,1734.0,8.7e-05,0.0001799999999999,0.0,0.0003599999999999,0.0011,6e-05,0.0008,0.088,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.00054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bamboo shoot,Vegetables,0.013,27.0,5.2,0.0,0.00019,0.3,2.2,7e-06,0.0005,0.003,0.01,3.0,0.0,0.0,0.0,0.059,0.13,0.533,2.6,0.07,8.000000000000001e-07,0.004,0.0,20.0,1e-06,0.00015,0.0,7.000000000000001e-05,0.0006,0.00016,0.0002399999999999,0.004,0.0011,0.0,0.0,4e-05,8.999999999999999e-05,0.00014,0.00013,0.00026,3e-05,8.999999999999999e-05,0.0,3.0,8.999999999999999e-05,3e-05,0.00011,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green bean,Vegetables,0.044,35.0,7.9,0.0,6e-05,0.28,3.2,3.3e-05,0.00065,0.018,0.01,4.7,0.0,0.0,0.0,0.029,0.15,0.146,1.9,0.06,2.0000000000000002e-07,0.001,0.0,633.0,3.2e-05,7.000000000000001e-05,0.0,0.0001,0.00061,7.000000000000001e-05,6e-05,0.0096999999999999,0.00025,0.017,0.0,4e-05,7.000000000000001e-05,0.0001199999999999,8.999999999999999e-05,0.00029,2e-05,7.000000000000001e-05,0.0,3.6,8e-05,2e-05,8.999999999999999e-05,0.0,0.00046,4.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beetroot,Vegetables,0.016,43.0,9.6,0.0,8e-05,0.17,2.8,0.000109,0.0008,0.023,0.03,6.8,0.0,0.0,0.0,0.04,0.06,0.325,1.6,0.03,7e-07,0.078,0.0,33.0,2e-06,3e-05,0.0,4e-05,0.00033,0.00016,7.000000000000001e-05,0.0049,0.00035,0.006,0.0,2e-05,5e-05,7.000000000000001e-05,6e-05,0.00033,2e-05,5e-05,0.0,6.8,5e-05,2e-05,6e-05,0.0,4e-05,2.0000000000000002e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Broad bean,Vegetables,0.018,62.0,10.0,0.0,6e-05,0.5,3.6,5.8e-05,0.0015,0.031,0.02,6.5,0.0,0.0,0.0,0.073,0.3,0.193,4.8,0.14,1e-06,0.041,0.0,270.0,1.4e-05,0.00013,0.0,8.999999999999999e-05,0.0012,7.000000000000001e-05,3e-05,0.02,0.00047,0.0,0.0,0.0001199999999999,0.00022,0.00037,0.00031,0.00026,4e-05,0.0002,0.0,0.0,0.0001799999999999,5e-05,0.0002399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Broccoli,Vegetables,0.047,34.0,6.6,0.0,5e-05,0.37,2.6,6.3e-05,0.00073,0.021,0.01,4.0,0.0,0.0,0.0,0.066,0.04,0.316,2.8,0.04,2.5e-06,0.033,0.0,623.0,3.1e-05,7.000000000000001e-05,0.0,0.0001199999999999,0.00064,0.00057,0.0001799999999999,0.089,0.00041,0.019,0.68,6e-05,8e-05,0.00013,0.00014,0.0002099999999999,4e-05,0.0001199999999999,0.0,1.7,8.999999999999999e-05,3e-05,0.00013,0.0,0.00078,0.000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brussels sprout,Vegetables,0.042,43.0,9.0,0.0,7.000000000000001e-05,0.3,3.8,6.1e-05,0.0014,0.023,0.02,5.2,0.0,0.0,0.0,0.069,153.0,0.389,3.4,0.06,1.6e-06,0.025,0.0,754.0,3.8e-05,0.00014,0.0,8.999999999999999e-05,0.00075,0.00031,0.00022,0.085,0.0004199999999999,0.019,0.93,8e-05,0.00013,0.00015,0.00015,0.00034,3e-05,0.0001,0.0,2.2,0.0001199999999999,4e-05,0.00016,0.0,0.00088,0.000177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
